0.0015,105.0
0.002,113.0
0.003,117.0
0.004,120.0
0.005,122.0
0.01,135.0
0.02,155.0
0.03,172.0
0.04,186.0
0.05,198.0
0.06,208.0
0.07,218.0
0.08,227.0
0.09,234.0
0.1,241.0
0.11,248.0
0.12,254.0
0.13,259.0
0.14,264.0
0.15,268.0
0.16,273.0
0.17,276.0
0.18,280.0
0.19,283.0
0.2,286.0
0.25,299.0
0.3,308.0
0.35,314.0
0.4,319.0
0.45,322.0
0.5,325.0
0.9,333.0
