
 displacements (vx,vy,vz) for set NALL and time  0.1000000E+01

         1  6.406200E-06 -3.452447E-08  1.684623E-07
         2  0.000000E+00  0.000000E+00  0.000000E+00
         3  2.034557E-06 -1.647613E-07 -1.408152E-07
         4  1.998093E-06  1.189411E-07 -1.342632E-07
         5  1.455168E-07  4.462464E-08 -5.351350E-08
         6  1.456777E-07 -4.463293E-08 -5.348262E-08
         7  6.424614E-06 -1.836578E-08 -9.343829E-08
         8  0.000000E+00  0.000000E+00  0.000000E+00
         9  2.038068E-06 -1.615616E-07  1.410106E-07
        10  2.038704E-06  1.506473E-07  1.496499E-07
        11  1.461196E-07  4.436312E-08  5.409615E-08
        12  1.458231E-07 -4.457842E-08  5.382538E-08
        13  5.024815E-08  3.588524E-08 -2.815366E-08
        14  5.021407E-08 -3.589178E-08 -2.834110E-08
        15  5.050151E-08  3.584361E-08  2.853774E-08
        16  5.053826E-08 -3.587186E-08  2.848677E-08
        17  6.299341E-06 -2.807472E-08  3.864375E-08
        18  5.939895E-06 -5.879062E-07 -3.519860E-08
        19  4.997183E-06 -1.533969E-06  1.112123E-07
        20  4.253069E-06 -2.231721E-06  2.182033E-07
        21  3.405025E-06 -1.871309E-06  1.715188E-07
        22  2.077521E-06 -7.671775E-07 -2.734389E-08
        23  1.579682E-06 -7.121962E-09 -1.200656E-07
        24  2.120756E-06  7.931154E-07 -2.393780E-08
        25  3.405320E-06  1.857413E-06  1.534051E-07
        26  4.250001E-06  2.202564E-06  1.902533E-07
        27  4.992030E-06  1.489312E-06  8.404929E-08
        28  5.953165E-06  5.338686E-07 -4.803998E-08
        29  5.930730E-06 -5.928679E-07  1.224924E-07
        30  4.977348E-06 -1.546989E-06 -2.738689E-08
        31  4.242010E-06 -2.240771E-06 -1.496404E-07
        32  3.373062E-06 -1.878036E-06 -1.263351E-07
        33  2.056162E-06 -7.652451E-07  5.040974E-08
        34  1.581872E-06 -1.179369E-08  1.222637E-07
        35  2.119713E-06  7.829935E-07  2.717305E-08
        36  3.397127E-06  1.844107E-06 -1.468450E-07
        37  4.237897E-06  2.186981E-06 -1.740512E-07
        38  4.988499E-06  1.459828E-06 -4.832940E-08
        39  5.936842E-06  5.163470E-07  1.047879E-07
        40  0.000000E+00  0.000000E+00  0.000000E+00
        41  0.000000E+00  0.000000E+00  0.000000E+00
        42  0.000000E+00  0.000000E+00  0.000000E+00
        43  0.000000E+00  0.000000E+00  0.000000E+00
        44  0.000000E+00  0.000000E+00  0.000000E+00
        45  0.000000E+00  0.000000E+00  0.000000E+00
        46  0.000000E+00  0.000000E+00  0.000000E+00
        47  0.000000E+00  0.000000E+00  0.000000E+00
        48  0.000000E+00  0.000000E+00  0.000000E+00
        49  0.000000E+00  0.000000E+00  0.000000E+00
        50  0.000000E+00  0.000000E+00  0.000000E+00
        51  0.000000E+00  0.000000E+00  0.000000E+00
        52  0.000000E+00  0.000000E+00  0.000000E+00
        53  0.000000E+00  0.000000E+00  0.000000E+00
        54  0.000000E+00  0.000000E+00  0.000000E+00
        55  0.000000E+00  0.000000E+00  0.000000E+00
