
 displacements (vx,vy,vz) for set NALL and time  0.1000000E+01

         1  2.204350E-01 -1.216311E-01  6.554759E-02
         2  2.220233E-01  1.216562E-01  6.625684E-02
         3  2.216915E-01 -1.217892E-01 -6.622220E-02
         4  2.219430E-01  1.214728E-01 -6.680971E-02
         5  3.918936E-01 -1.278972E-01  1.077557E-01
         6  3.927048E-01  1.286850E-01  1.083780E-01
         7  1.958376E+00  1.773121E-02 -7.769349E-04
         8  1.962569E+00  1.782234E-02  2.065146E-03
         9  2.000000E+00  9.779413E-03  8.895214E-04
        10  0.000000E+00  0.000000E+00  0.000000E+00
        11  1.960456E+00  2.420009E-02  8.354908E-04
        12  3.891140E-01 -1.265891E-01 -1.075404E-01
        13  3.881313E-01  1.267875E-01 -1.089943E-01
        14  1.958298E+00  1.962455E-02 -7.583583E-04
        15  1.962488E+00  1.971417E-02  2.082372E-03
        16  2.000000E+00  1.188590E-02  2.528778E-04
        17  0.000000E+00  0.000000E+00  0.000000E+00
        18  1.960376E+00  2.609527E-02  8.357837E-04
        19  1.065537E-01 -1.379617E-01  1.542346E-02
        20  8.704184E-02 -1.272010E-01  7.809588E-03
        21  8.499024E-02 -1.005697E-01  8.133039E-03
        22  8.171524E-02 -7.019587E-02  8.252503E-03
        23  7.350211E-02 -4.370786E-02  7.472013E-03
        24  6.246495E-02 -2.383877E-02  6.345020E-03
        25  5.097140E-02 -1.020004E-02  5.127257E-03
        26  4.022172E-02 -1.411395E-03  4.056499E-03
        27  3.086191E-02  3.801486E-03  3.197014E-03
        28  2.300953E-02  6.527152E-03  2.493043E-03
        29  1.663911E-02  7.580975E-03  1.972427E-03
        30  1.160464E-02  7.456189E-03  1.590399E-03
        31  7.743725E-03  6.610234E-03  1.297161E-03
        32  4.925301E-03  5.260386E-03  1.091608E-03
        33  3.011643E-03  3.632852E-03  9.520838E-04
        34  1.895050E-03  1.852062E-03  8.751454E-04
        35  1.542316E-03 -1.168054E-05  8.452875E-04
        36  1.902419E-03 -1.868599E-03  8.713994E-04
        37  3.019765E-03 -3.656073E-03  9.538878E-04
        38  4.943368E-03 -5.285446E-03  1.098049E-03
        39  7.767234E-03 -6.629147E-03  1.305483E-03
        40  1.163484E-02 -7.475125E-03  1.593950E-03
        41  1.667748E-02 -7.593918E-03  1.976851E-03
        42  2.305051E-02 -6.553775E-03  2.507470E-03
